case_id,prompt_arm,rater,step,presence,correctness,note
review_004,B_structured,rater_deepseek,post_regression_check,1,1,
review_004,B_structured,rater_codex,prep_file_purpose,1,1,
review_004,B_structured,rater_codex,prep_key_functions,1,1,
review_004,B_structured,rater_codex,prep_data_flow,1,1,
review_004,B_structured,rater_codex,exec_line_number,1,1,
review_004,B_structured,rater_codex,exec_type_label,1,1,
review_004,B_structured,rater_codex,exec_severity,1,1,
review_004,B_structured,rater_codex,post_fix_code,1,1,
review_004,B_structured,rater_codex,post_rationale,1,1,
review_004,B_structured,rater_codex,post_regression_check,1,1,
review_005,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_005,B_structured,rater_deepseek,prep_key_functions,1,1,
review_005,B_structured,rater_deepseek,prep_data_flow,1,1,
review_005,B_structured,rater_deepseek,exec_line_number,1,1,
review_005,B_structured,rater_deepseek,exec_type_label,1,1,
review_005,B_structured,rater_deepseek,exec_severity,1,1,
review_005,B_structured,rater_deepseek,post_fix_code,1,1,
review_005,B_structured,rater_deepseek,post_rationale,1,1,
review_005,B_structured,rater_deepseek,post_regression_check,1,1,
review_005,B_structured,rater_codex,prep_file_purpose,1,1,
review_005,B_structured,rater_codex,prep_key_functions,1,1,
review_005,B_structured,rater_codex,prep_data_flow,1,1,
review_005,B_structured,rater_codex,exec_line_number,1,1,
review_005,B_structured,rater_codex,exec_type_label,1,1,
review_005,B_structured,rater_codex,exec_severity,1,1,
review_005,B_structured,rater_codex,post_fix_code,1,1,
review_005,B_structured,rater_codex,post_rationale,1,1,
review_005,B_structured,rater_codex,post_regression_check,1,1,
review_006,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_006,B_structured,rater_deepseek,prep_key_functions,1,1,
review_006,B_structured,rater_deepseek,prep_data_flow,1,1,
review_006,B_structured,rater_deepseek,exec_line_number,1,1,
review_006,B_structured,rater_deepseek,exec_type_label,1,1,
review_006,B_structured,rater_deepseek,exec_severity,1,1,
review_006,B_structured,rater_deepseek,post_fix_code,1,1,
review_006,B_structured,rater_deepseek,post_rationale,1,1,
review_006,B_structured,rater_deepseek,post_regression_check,1,1,
review_006,B_structured,rater_codex,prep_file_purpose,1,1,
review_006,B_structured,rater_codex,prep_key_functions,1,1,
review_006,B_structured,rater_codex,prep_data_flow,1,1,
review_006,B_structured,rater_codex,exec_line_number,1,0,
review_006,B_structured,rater_codex,exec_type_label,1,1,
review_006,B_structured,rater_codex,exec_severity,1,1,
review_006,B_structured,rater_codex,post_fix_code,1,1,
review_006,B_structured,rater_codex,post_rationale,1,1,
review_006,B_structured,rater_codex,post_regression_check,1,1,
review_007,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_007,B_structured,rater_deepseek,prep_key_functions,1,1,
review_007,B_structured,rater_deepseek,prep_data_flow,1,1,
review_007,B_structured,rater_deepseek,exec_line_number,1,1,
review_007,B_structured,rater_deepseek,exec_type_label,1,1,
review_007,B_structured,rater_deepseek,exec_severity,1,0,
review_007,B_structured,rater_deepseek,post_fix_code,1,1,
review_007,B_structured,rater_deepseek,post_rationale,1,0,
review_007,B_structured,rater_deepseek,post_regression_check,1,1,
review_007,B_structured,rater_codex,prep_file_purpose,1,1,
review_007,B_structured,rater_codex,prep_key_functions,1,1,
review_007,B_structured,rater_codex,prep_data_flow,1,1,
review_007,B_structured,rater_codex,exec_line_number,1,1,
review_007,B_structured,rater_codex,exec_type_label,1,1,
review_007,B_structured,rater_codex,exec_severity,1,0,
review_007,B_structured,rater_codex,post_fix_code,1,1,
review_007,B_structured,rater_codex,post_rationale,1,1,
review_007,B_structured,rater_codex,post_regression_check,1,1,
review_008,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_008,B_structured,rater_deepseek,prep_key_functions,1,1,
review_008,B_structured,rater_deepseek,prep_data_flow,1,1,
review_008,B_structured,rater_deepseek,exec_line_number,1,1,
review_008,B_structured,rater_deepseek,exec_type_label,1,1,
review_008,B_structured,rater_deepseek,exec_severity,1,1,
review_008,B_structured,rater_deepseek,post_fix_code,1,1,
review_008,B_structured,rater_deepseek,post_rationale,1,1,
review_008,B_structured,rater_deepseek,post_regression_check,1,1,
review_008,B_structured,rater_codex,prep_file_purpose,1,1,
review_008,B_structured,rater_codex,prep_key_functions,1,1,
review_008,B_structured,rater_codex,prep_data_flow,1,1,
review_008,B_structured,rater_codex,exec_line_number,1,0,
review_008,B_structured,rater_codex,exec_type_label,1,0,
review_008,B_structured,rater_codex,exec_severity,1,0,
review_008,B_structured,rater_codex,post_fix_code,1,0,
review_008,B_structured,rater_codex,post_rationale,1,0,
review_008,B_structured,rater_codex,post_regression_check,1,0,
review_009,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_009,B_structured,rater_deepseek,prep_key_functions,1,1,
review_009,B_structured,rater_deepseek,prep_data_flow,1,1,
review_009,B_structured,rater_deepseek,exec_line_number,1,1,
review_009,B_structured,rater_deepseek,exec_type_label,1,1,
review_009,B_structured,rater_deepseek,exec_severity,1,0,
review_009,B_structured,rater_deepseek,post_fix_code,1,1,
review_009,B_structured,rater_deepseek,post_rationale,1,1,
review_009,B_structured,rater_deepseek,post_regression_check,1,1,
review_009,B_structured,rater_codex,prep_file_purpose,1,1,
review_009,B_structured,rater_codex,prep_key_functions,1,1,
review_009,B_structured,rater_codex,prep_data_flow,1,1,
review_009,B_structured,rater_codex,exec_line_number,1,1,
review_009,B_structured,rater_codex,exec_type_label,1,1,
review_009,B_structured,rater_codex,exec_severity,1,0,
review_009,B_structured,rater_codex,post_fix_code,1,1,
review_009,B_structured,rater_codex,post_rationale,1,1,
review_009,B_structured,rater_codex,post_regression_check,1,1,
review_010,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_010,B_structured,rater_deepseek,prep_key_functions,1,1,
review_010,B_structured,rater_deepseek,prep_data_flow,1,1,
review_010,B_structured,rater_deepseek,exec_line_number,1,1,
review_010,B_structured,rater_deepseek,exec_type_label,1,1,
review_010,B_structured,rater_deepseek,exec_severity,1,1,
review_010,B_structured,rater_deepseek,post_fix_code,1,1,
review_010,B_structured,rater_deepseek,post_rationale,1,1,
review_010,B_structured,rater_deepseek,post_regression_check,1,1,
review_010,B_structured,rater_codex,prep_file_purpose,1,1,
review_010,B_structured,rater_codex,prep_key_functions,1,1,
review_010,B_structured,rater_codex,prep_data_flow,1,1,
review_010,B_structured,rater_codex,exec_line_number,1,1,
review_010,B_structured,rater_codex,exec_type_label,1,1,
review_010,B_structured,rater_codex,exec_severity,1,0,
review_010,B_structured,rater_codex,post_fix_code,1,1,
review_010,B_structured,rater_codex,post_rationale,1,1,
review_010,B_structured,rater_codex,post_regression_check,1,1,
review_011,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_011,B_structured,rater_deepseek,prep_key_functions,1,1,
review_011,B_structured,rater_deepseek,prep_data_flow,1,1,
review_011,B_structured,rater_deepseek,exec_line_number,1,1,
review_011,B_structured,rater_deepseek,exec_type_label,1,1,
review_011,B_structured,rater_deepseek,exec_severity,1,1,
review_011,B_structured,rater_deepseek,post_fix_code,1,1,
review_011,B_structured,rater_deepseek,post_rationale,1,1,
review_011,B_structured,rater_deepseek,post_regression_check,1,1,
review_011,B_structured,rater_codex,prep_file_purpose,1,1,
review_011,B_structured,rater_codex,prep_key_functions,1,1,
review_011,B_structured,rater_codex,prep_data_flow,1,1,
review_011,B_structured,rater_codex,exec_line_number,1,0,
review_011,B_structured,rater_codex,exec_type_label,1,1,
review_011,B_structured,rater_codex,exec_severity,1,1,
review_011,B_structured,rater_codex,post_fix_code,1,0,
review_011,B_structured,rater_codex,post_rationale,1,0,
review_011,B_structured,rater_codex,post_regression_check,1,0,
review_012,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_012,B_structured,rater_deepseek,prep_key_functions,1,1,
review_012,B_structured,rater_deepseek,prep_data_flow,1,1,
review_012,B_structured,rater_deepseek,exec_line_number,1,1,
review_012,B_structured,rater_deepseek,exec_type_label,1,1,
review_012,B_structured,rater_deepseek,exec_severity,1,1,
review_012,B_structured,rater_deepseek,post_fix_code,1,1,
review_012,B_structured,rater_deepseek,post_rationale,1,1,
review_012,B_structured,rater_deepseek,post_regression_check,1,1,
review_012,B_structured,rater_codex,prep_file_purpose,1,1,
review_012,B_structured,rater_codex,prep_key_functions,1,1,
review_012,B_structured,rater_codex,prep_data_flow,1,1,
review_012,B_structured,rater_codex,exec_line_number,1,1,
review_012,B_structured,rater_codex,exec_type_label,1,1,
review_012,B_structured,rater_codex,exec_severity,1,1,
review_012,B_structured,rater_codex,post_fix_code,1,1,
review_012,B_structured,rater_codex,post_rationale,1,1,
review_012,B_structured,rater_codex,post_regression_check,1,1,
review_013,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_013,B_structured,rater_deepseek,prep_key_functions,1,1,
review_013,B_structured,rater_deepseek,prep_data_flow,1,1,
review_013,B_structured,rater_deepseek,exec_line_number,1,1,
review_013,B_structured,rater_deepseek,exec_type_label,1,1,
review_013,B_structured,rater_deepseek,exec_severity,1,1,
review_013,B_structured,rater_deepseek,post_fix_code,1,1,
review_013,B_structured,rater_deepseek,post_rationale,1,0,
review_013,B_structured,rater_deepseek,post_regression_check,1,1,
review_013,B_structured,rater_codex,prep_file_purpose,1,1,
review_013,B_structured,rater_codex,prep_key_functions,1,1,
review_013,B_structured,rater_codex,prep_data_flow,1,1,
review_013,B_structured,rater_codex,exec_line_number,1,1,
review_013,B_structured,rater_codex,exec_type_label,1,1,
review_013,B_structured,rater_codex,exec_severity,1,1,
review_013,B_structured,rater_codex,post_fix_code,1,1,
review_013,B_structured,rater_codex,post_rationale,1,1,
review_013,B_structured,rater_codex,post_regression_check,1,1,
review_014,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_014,B_structured,rater_deepseek,prep_key_functions,1,1,
review_014,B_structured,rater_deepseek,prep_data_flow,1,1,
review_014,B_structured,rater_deepseek,exec_line_number,1,1,
review_014,B_structured,rater_deepseek,exec_type_label,1,1,
review_014,B_structured,rater_deepseek,exec_severity,1,1,
review_014,B_structured,rater_deepseek,post_fix_code,1,1,
review_014,B_structured,rater_deepseek,post_rationale,1,0,
review_014,B_structured,rater_deepseek,post_regression_check,1,1,
review_014,B_structured,rater_codex,prep_file_purpose,1,1,
review_014,B_structured,rater_codex,prep_key_functions,1,1,
review_014,B_structured,rater_codex,prep_data_flow,1,1,
review_014,B_structured,rater_codex,exec_line_number,1,1,
review_014,B_structured,rater_codex,exec_type_label,1,1,
review_014,B_structured,rater_codex,exec_severity,1,1,
review_014,B_structured,rater_codex,post_fix_code,1,1,
review_014,B_structured,rater_codex,post_rationale,1,1,
review_014,B_structured,rater_codex,post_regression_check,1,1,
review_015,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_015,B_structured,rater_deepseek,prep_key_functions,1,1,
review_015,B_structured,rater_deepseek,prep_data_flow,1,1,
review_015,B_structured,rater_deepseek,exec_line_number,1,1,
review_015,B_structured,rater_deepseek,exec_type_label,1,1,
review_015,B_structured,rater_deepseek,exec_severity,1,1,
review_015,B_structured,rater_deepseek,post_fix_code,1,1,
review_015,B_structured,rater_deepseek,post_rationale,1,0,
review_015,B_structured,rater_deepseek,post_regression_check,1,1,
review_015,B_structured,rater_codex,prep_file_purpose,1,1,
review_015,B_structured,rater_codex,prep_key_functions,1,1,
review_015,B_structured,rater_codex,prep_data_flow,1,1,
review_015,B_structured,rater_codex,exec_line_number,1,1,
review_015,B_structured,rater_codex,exec_type_label,1,1,
review_015,B_structured,rater_codex,exec_severity,1,1,
review_015,B_structured,rater_codex,post_fix_code,1,1,
review_015,B_structured,rater_codex,post_rationale,1,1,
review_015,B_structured,rater_codex,post_regression_check,1,1,
review_016,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_016,B_structured,rater_deepseek,prep_key_functions,1,1,
review_016,B_structured,rater_deepseek,prep_data_flow,1,1,
review_016,B_structured,rater_deepseek,exec_line_number,1,0,
review_016,B_structured,rater_deepseek,exec_type_label,1,1,
review_016,B_structured,rater_deepseek,exec_severity,1,0,
review_016,B_structured,rater_deepseek,post_fix_code,1,1,
review_016,B_structured,rater_deepseek,post_rationale,1,1,
review_016,B_structured,rater_deepseek,post_regression_check,1,1,
review_016,B_structured,rater_codex,prep_file_purpose,1,1,
review_016,B_structured,rater_codex,prep_key_functions,1,1,
review_016,B_structured,rater_codex,prep_data_flow,1,1,
review_016,B_structured,rater_codex,exec_line_number,1,0,
review_016,B_structured,rater_codex,exec_type_label,1,1,
review_016,B_structured,rater_codex,exec_severity,1,0,
review_016,B_structured,rater_codex,post_fix_code,1,1,
review_016,B_structured,rater_codex,post_rationale,1,1,
review_016,B_structured,rater_codex,post_regression_check,1,1,
review_017,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_017,B_structured,rater_deepseek,prep_key_functions,1,1,
review_017,B_structured,rater_deepseek,prep_data_flow,1,1,
review_017,B_structured,rater_deepseek,exec_line_number,1,1,
review_017,B_structured,rater_deepseek,exec_type_label,1,1,
review_017,B_structured,rater_deepseek,exec_severity,1,1,
review_017,B_structured,rater_deepseek,post_fix_code,1,1,
review_017,B_structured,rater_deepseek,post_rationale,1,1,
review_017,B_structured,rater_deepseek,post_regression_check,1,1,
review_017,B_structured,rater_codex,prep_file_purpose,1,1,
review_017,B_structured,rater_codex,prep_key_functions,1,1,
review_017,B_structured,rater_codex,prep_data_flow,1,1,
review_017,B_structured,rater_codex,exec_line_number,1,0,
review_017,B_structured,rater_codex,exec_type_label,1,1,
review_017,B_structured,rater_codex,exec_severity,1,1,
review_017,B_structured,rater_codex,post_fix_code,1,1,
review_017,B_structured,rater_codex,post_rationale,1,1,
review_017,B_structured,rater_codex,post_regression_check,1,1,
review_018,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_018,B_structured,rater_deepseek,prep_key_functions,1,1,
review_018,B_structured,rater_deepseek,prep_data_flow,1,1,
review_018,B_structured,rater_deepseek,exec_line_number,1,1,
review_018,B_structured,rater_deepseek,exec_type_label,1,1,
review_018,B_structured,rater_deepseek,exec_severity,1,0,
review_018,B_structured,rater_deepseek,post_fix_code,1,1,
review_018,B_structured,rater_deepseek,post_rationale,1,1,
review_018,B_structured,rater_deepseek,post_regression_check,1,1,
review_018,B_structured,rater_codex,prep_file_purpose,1,1,
review_018,B_structured,rater_codex,prep_key_functions,1,1,
review_018,B_structured,rater_codex,prep_data_flow,1,1,
review_018,B_structured,rater_codex,exec_line_number,1,1,
review_018,B_structured,rater_codex,exec_type_label,1,1,
review_018,B_structured,rater_codex,exec_severity,1,0,
review_018,B_structured,rater_codex,post_fix_code,1,1,
review_018,B_structured,rater_codex,post_rationale,1,1,
review_018,B_structured,rater_codex,post_regression_check,1,1,
review_019,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_019,B_structured,rater_deepseek,prep_key_functions,1,1,
review_019,B_structured,rater_deepseek,prep_data_flow,1,1,
review_019,B_structured,rater_deepseek,exec_line_number,1,1,
review_019,B_structured,rater_deepseek,exec_type_label,1,1,
review_019,B_structured,rater_deepseek,exec_severity,1,1,
review_019,B_structured,rater_deepseek,post_fix_code,1,1,
review_019,B_structured,rater_deepseek,post_rationale,1,0,
review_019,B_structured,rater_deepseek,post_regression_check,1,1,
review_019,B_structured,rater_codex,prep_file_purpose,1,1,
review_019,B_structured,rater_codex,prep_key_functions,1,1,
review_019,B_structured,rater_codex,prep_data_flow,1,1,
review_019,B_structured,rater_codex,exec_line_number,1,1,
review_019,B_structured,rater_codex,exec_type_label,1,1,
review_019,B_structured,rater_codex,exec_severity,1,1,
review_019,B_structured,rater_codex,post_fix_code,1,1,
review_019,B_structured,rater_codex,post_rationale,1,1,
review_019,B_structured,rater_codex,post_regression_check,1,1,
review_020,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_020,B_structured,rater_deepseek,prep_key_functions,1,1,
review_020,B_structured,rater_deepseek,prep_data_flow,1,1,
review_020,B_structured,rater_deepseek,exec_line_number,1,1,
review_020,B_structured,rater_deepseek,exec_type_label,1,1,
review_020,B_structured,rater_deepseek,exec_severity,1,0,
review_020,B_structured,rater_deepseek,post_fix_code,1,1,
review_020,B_structured,rater_deepseek,post_rationale,1,1,
review_020,B_structured,rater_deepseek,post_regression_check,1,1,
review_020,B_structured,rater_codex,prep_file_purpose,1,1,
review_020,B_structured,rater_codex,prep_key_functions,1,1,
review_020,B_structured,rater_codex,prep_data_flow,1,1,
review_020,B_structured,rater_codex,exec_line_number,1,1,
review_020,B_structured,rater_codex,exec_type_label,1,1,
review_020,B_structured,rater_codex,exec_severity,1,1,
review_020,B_structured,rater_codex,post_fix_code,1,1,
review_020,B_structured,rater_codex,post_rationale,1,1,
review_020,B_structured,rater_codex,post_regression_check,1,1,
review_021,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_021,B_structured,rater_deepseek,prep_key_functions,1,1,
review_021,B_structured,rater_deepseek,prep_data_flow,1,1,
review_021,B_structured,rater_deepseek,exec_line_number,1,1,
review_021,B_structured,rater_deepseek,exec_type_label,1,1,
review_021,B_structured,rater_deepseek,exec_severity,1,0,
review_021,B_structured,rater_deepseek,post_fix_code,1,1,
review_021,B_structured,rater_deepseek,post_rationale,1,1,
review_021,B_structured,rater_deepseek,post_regression_check,1,1,
review_021,B_structured,rater_codex,prep_file_purpose,1,1,
review_021,B_structured,rater_codex,prep_key_functions,1,1,
review_021,B_structured,rater_codex,prep_data_flow,1,1,
review_021,B_structured,rater_codex,exec_line_number,1,1,
review_021,B_structured,rater_codex,exec_type_label,1,0,
review_021,B_structured,rater_codex,exec_severity,1,1,
review_021,B_structured,rater_codex,post_fix_code,1,1,
review_021,B_structured,rater_codex,post_rationale,1,1,
review_021,B_structured,rater_codex,post_regression_check,1,1,
review_022,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_022,B_structured,rater_deepseek,prep_key_functions,1,1,
review_022,B_structured,rater_deepseek,prep_data_flow,1,1,
review_022,B_structured,rater_deepseek,exec_line_number,1,1,
review_022,B_structured,rater_deepseek,exec_type_label,1,1,
review_022,B_structured,rater_deepseek,exec_severity,1,1,
review_022,B_structured,rater_deepseek,post_fix_code,1,1,
review_022,B_structured,rater_deepseek,post_rationale,1,1,
review_022,B_structured,rater_deepseek,post_regression_check,1,1,
review_022,B_structured,rater_codex,prep_file_purpose,1,1,
review_022,B_structured,rater_codex,prep_key_functions,1,1,
review_022,B_structured,rater_codex,prep_data_flow,1,1,
review_022,B_structured,rater_codex,exec_line_number,1,0,
review_022,B_structured,rater_codex,exec_type_label,1,0,
review_022,B_structured,rater_codex,exec_severity,1,0,
review_022,B_structured,rater_codex,post_fix_code,1,1,
review_022,B_structured,rater_codex,post_rationale,1,1,
review_022,B_structured,rater_codex,post_regression_check,1,1,
review_023,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_023,B_structured,rater_deepseek,prep_key_functions,1,1,
review_023,B_structured,rater_deepseek,prep_data_flow,1,1,
review_023,B_structured,rater_deepseek,exec_line_number,1,1,
review_023,B_structured,rater_deepseek,exec_type_label,1,1,
review_023,B_structured,rater_deepseek,exec_severity,1,1,
review_023,B_structured,rater_deepseek,post_fix_code,1,1,
review_023,B_structured,rater_deepseek,post_rationale,1,1,
review_023,B_structured,rater_deepseek,post_regression_check,1,1,
review_023,B_structured,rater_codex,prep_file_purpose,1,1,
review_023,B_structured,rater_codex,prep_key_functions,1,1,
review_023,B_structured,rater_codex,prep_data_flow,1,1,
review_023,B_structured,rater_codex,exec_line_number,1,0,
review_023,B_structured,rater_codex,exec_type_label,1,0,
review_023,B_structured,rater_codex,exec_severity,1,0,
review_023,B_structured,rater_codex,post_fix_code,1,1,
review_023,B_structured,rater_codex,post_rationale,1,0,
review_023,B_structured,rater_codex,post_regression_check,1,1,
review_024,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_024,B_structured,rater_deepseek,prep_key_functions,1,1,
review_024,B_structured,rater_deepseek,prep_data_flow,1,1,
review_024,B_structured,rater_deepseek,exec_line_number,1,1,
review_024,B_structured,rater_deepseek,exec_type_label,1,1,
review_024,B_structured,rater_deepseek,exec_severity,1,1,
review_024,B_structured,rater_deepseek,post_fix_code,1,1,
review_024,B_structured,rater_deepseek,post_rationale,1,1,
review_024,B_structured,rater_deepseek,post_regression_check,1,1,
review_024,B_structured,rater_codex,prep_file_purpose,1,1,
review_024,B_structured,rater_codex,prep_key_functions,1,1,
review_024,B_structured,rater_codex,prep_data_flow,1,1,
review_024,B_structured,rater_codex,exec_line_number,1,0,
review_024,B_structured,rater_codex,exec_type_label,1,0,
review_024,B_structured,rater_codex,exec_severity,1,0,
review_024,B_structured,rater_codex,post_fix_code,1,0,
review_024,B_structured,rater_codex,post_rationale,1,0,
review_024,B_structured,rater_codex,post_regression_check,1,0,
